no,category,subcategory,arxiv_url,title,citations,source,additional_doi
216,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2109.02226 ,GeneAnnotator: A Semi-automatic Annotation Tool for Visual Scene Graph,6,manual,
215,Others,Autonomous Driving,http://arxiv.org/abs/2109.01183 ,roadscene2vec: A Tool for Extracting and Embedding Road Scene-Graphs,0,manual,10.1016/j.knosys.2022.108245
214,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2108.13129 ,From General to Specific: Informative Scene Graph Generation via Balance Adjustment,0,manual,10.1109/iccv48922.2021.01607
213,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2108.09668 ,Learning of Visual Relations: The Devil is in the Tails,-1,manual,10.1109/iccv48922.2021.01512
212,Scene Graph,Synthesis,http://arxiv.org/abs/2108.08841 ,Graph-to-3D: End-to-End Generation and Manipulation of 3D Scenes Using Scene Graphs,-1,manual,10.1109/iccv48922.2021.01604
211,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2108.08600 ,Semantic Compositional Learning for Low-shot Scene Graph Generation,4,manual,
210,Reasoning,Scene Understanding,http://arxiv.org/abs/2108.08584 ,Exploiting Scene Graphs for Human-Object Interaction Detection,0,manual,10.1109/iccv48922.2021.01568
209,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2108.08121 ,Target Adaptive Context Aggregation for Video Scene Graph Generation,0,manual,10.1109/iccv48922.2021.01343
208,Others,Weakly Related,http://arxiv.org/abs/2108.07073 ,ROSITA: Enhancing Vision-and-Language Semantic Alignments via Cross- and Intra-modal Knowledge Integration,4,manual,10.1145/3474085.3475251
207,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2108.05884 ,Unconditional Scene Graph Generation,-1,manual,10.1109/iccv48922.2021.01605
206,Reasoning,Reasoning,http://arxiv.org/abs/2108.03554 ,Semantic-Based Explainable AI: Leveraging Semantic Scene Graphs and Pairwise Ranking to Explain Robot Failures,0,manual,10.1109/iros51168.2021.9635890
205,Others,Weakly Related,http://arxiv.org/abs/2108.03541 ,OSCAR-Net: Object-centric Scene Graph Attention for Image Attribution,0,manual,10.1109/iccv48922.2021.01423
204,Robotics,Navigation,http://arxiv.org/abs/2108.01176 ,Hierarchical Representations and Explicit Memory: Learning Effective Navigation Policies on 3D Scene Graphs using Graph Neural Networks,0,manual,10.1109/icra46639.2022.9812179
203,Others,Medical,http://arxiv.org/abs/2108.00316 ,Chest ImaGenome Dataset for Clinical Reasoning,26,manual,
202,Reasoning,Captioning,http://arxiv.org/abs/2107.14178 ,ReFormer: The Relational Transformer for Image Captioning,8,manual,10.1145/3503161.3548409
201,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2107.12604 ,Image Scene Graph Generation (SGG) Benchmark,17,manual,
200,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2107.12309 ,Spatial-Temporal Transformer for Dynamic Scene Graph Generation,0,manual,10.1109/iccv48922.2021.01606
199,Reasoning,VQA,http://arxiv.org/abs/2107.06325 ,Graphhopper: Multi-Hop Scene Graph Reasoning for Visual Question Answering,-1,manual,10.1007/978-3-030-88361-4_7
198,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2107.05448 ,Scenes and Surroundings: Scene Graph Generation using Relation Transformer,3,manual,
197,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2107.05080 ,Zero-Shot Scene Graph Relation Prediction through Commonsense Knowledge Integration,1,manual,
196,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2107.02713 ,Predicate correlation learning for scene graph generation,0,manual,10.1109/tip.2022.3181511
195,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2107.02112 ,Recovering the Unbiased Scene Graphs from the Biased Ones,2,manual,10.1145/3474085.3475297
194,Reasoning,VQA,http://arxiv.org/abs/2106.14476 ,Adventurer's Treasure Hunt: A Transparent System for Visually Grounded Compositional Visual Question Answering based on Scene Graphs,0,manual,
193,Reasoning,Captioning,http://arxiv.org/abs/2106.10936 ,TCIC: Theme Concepts Learning Cross Language and Vision for Image Captioning,2,manual,10.24963/ijcai.2021/91
192,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2106.10815 ,Structured Sparse R-CNN for Direct Scene Graph Generation,3,manual,10.1109/cvpr52688.2022.01883
191,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2106.08543 ,Tackling the Challenges in Scene Graph Generation with Local-to-Global Interactions,0,manual,10.1109/tnnls.2022.3159990
190,Others,Medical,http://arxiv.org/abs/2106.15309 ,Multimodal Semantic Scene Graphs for Holistic Modeling of Surgical Procedures,2,manual,
189,Scene Graph,Synthesis,http://arxiv.org/abs/2106.03128 ,MOC-GAN: Mixing Objects and Captions to Generate Realistic Images,0,manual,
188,Reasoning,Retrieval,http://arxiv.org/abs/2106.02400 ,A Deep Local and Global Scene-Graph Matching for Image-Text Retrieval,-1,manual,10.3233/faia210049
187,Others,Other Applications,http://arxiv.org/abs/2106.01607 ,Grounding Complex Navigational Instructions Using Scene Graphs,0,manual,
186,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2105.13994 ,Linguistic Structures as Weak Supervision for Visual Scene Graph Generation,2,manual,10.1109/cvpr46437.2021.00819
185,Others,Not Related,http://arxiv.org/abs/2105.07391 ,Survey of Visual-Semantic Embedding Methods for Zero-Shot Image Retrieval,0,manual,10.1109/icmla52953.2021.00105
184,Scene Graph,Representation,http://arxiv.org/abs/2105.07264 ,Neural Trees for Learning on Graphs,1,manual,
183,Others,AR/VR,http://arxiv.org/abs/2105.01610 ,Reliving the Dataset: Combining the Visualization of Road Users' Interactions with Scenario Reconstruction in Virtual Reality,-1,manual,
182,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2104.14207 ,Segmentation-grounded Scene Graph Generation,-1,manual,10.1109/iccv48922.2021.01558
181,Reasoning,Relationship,http://arxiv.org/abs/2104.11934 ,RelTransformer: A Transformer-Based Long-Tail Visual Relationship Recognition,1,manual,10.1109/cvpr52688.2022.01890
180,Reasoning,VQA,http://arxiv.org/abs/2104.10283 ,GraghVQA: Language-Guided Graph Neural Networks for Graph-based Visual Question Answering,2,manual,10.18653/v1/2021.maiworkshop-1.12
179,Reasoning,Grounding,http://arxiv.org/abs/2104.08541 ,TransVG: End-to-End Visual Grounding with Transformers,-1,manual,10.1109/iccv48922.2021.00179
178,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2104.08194 ,Spatiotemporal Deformable Scene Graphs for Complex Activity Detection,0,manual,10.5281/zenodo.6299666
177,Reasoning,Grounding,http://arxiv.org/abs/2104.06008 ,Disentangled Motif-aware Graph Learning for Phrase Grounding,2,manual,10.1609/aaai.v35i15.17602
176,Scene Graph,Representation,http://arxiv.org/abs/2104.02381 ,Scene Graph Embeddings Using Relative Similarity Supervision,-1,manual,10.1609/aaai.v35i3.16333
175,Scene Graph,Synthesis,http://arxiv.org/abs/2104.00356 ,Exploiting Relationship for Complex-scene Image Generation,0,manual,
174,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2104.00308 ,Bipartite Graph Network with Adaptive Message Passing for Unbiased Scene Graph Generation,14,manual,10.1109/cvpr46437.2021.01096
173,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2103.16381 ,Free-form Description Guided 3D Visual Graph Network for Object Grounding in Point Cloud,9,manual,10.1109/iccv48922.2021.00370
172,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2103.16083 ,Fully Convolutional Scene Graph Generation,1,manual,10.1109/cvpr46437.2021.01138
171,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2103.15662 ,Unified Graph Structured Models for Video Understanding,-1,manual,10.1109/iccv48922.2021.00801
170,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2103.15365 ,Visual Distant Supervision for Scene Graph Generation,-1,manual,10.1109/iccv48922.2021.01552
169,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2103.14898 ,SceneGraphFusion: Incremental 3D Scene Graph Prediction from RGB-D Sequences,8,manual,10.1109/cvpr46437.2021.00743
168,Reasoning,VQA,http://arxiv.org/abs/2103.11537 ,How to Design Sample and Computationally Efficient VQA Models,4,manual,
167,Scene Graph,General,http://arxiv.org/abs/2104.01111 ,A Comprehensive Survey of Scene Graphs: Generation and Application,1,manual,10.1109/tpami.2021.3137605
166,Reasoning,Reasoning,http://arxiv.org/abs/2103.09591 ,Automatic Generation of Contrast Sets from Scene Graphs: Probing the Compositional Consistency of GQA,-1,manual,10.18653/v1/2021.naacl-main.9
165,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2103.06422 ,Holistic 3D Scene Understanding from a Single Image with Implicit Representation,2,manual,10.1109/cvpr46437.2021.00872
164,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2103.05558 ,Exploiting Edge-Oriented Reasoning for 3D Point-based Scene Graph Analysis,5,manual,10.1109/cvpr46437.2021.00958
163,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2103.05271 ,Probabilistic Modeling of Semantic Ambiguity for Scene Graph Generation,5,manual,10.1109/cvpr46437.2021.01234
162,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2103.02221 ,Energy-Based Learning for Scene Graph Generation,-1,manual,10.1109/cvpr46437.2021.01372
161,Reasoning,Captioning,http://arxiv.org/abs/2102.04990 ,In Defense of Scene Graphs for Image Captioning,-1,manual,10.1109/iccv48922.2021.00144
160,Scene Graph,Others,http://arxiv.org/abs/2102.04760 ,Improving Scene Graph Classification by Exploiting Knowledge from Texts,0,manual,10.1609/aaai.v36i2.20116
159,Others,Other Applications,http://arxiv.org/abs/2102.04035 ,In-game Residential Home Planning via Visual Context-aware Global Relation Learning,0,manual,10.1609/aaai.v35i1.16109
158,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/2101.06894 ,Kimera: from SLAM to Spatial Perception with 3D Dynamic Scene Graphs,-1,manual,10.1177/02783649211056674
157,Reasoning,VQA,http://arxiv.org/abs/2101.05479 ,Understanding the Role of Scene Graphs in Visual Question Answering,22,manual,
156,Reasoning,Retrieval,http://arxiv.org/abs/2012.14700 ,Image-to-Image Retrieval by Learning Similarity between Scene Graphs,0,manual,10.1609/aaai.v35i12.17281
155,Reasoning,Reasoning,http://arxiv.org/abs/2012.11587 ,Object-Centric Diagnosis of Visual Reasoning,10,manual,
154,Robotics,Manipulation,http://arxiv.org/abs/2012.07277 ,Hierarchical Planning for Long-Horizon Manipulation with Geometric and Symbolic Scene Graphs,13,manual,10.1109/icra48506.2021.9561548
153,Reasoning,VQA,http://arxiv.org/abs/2012.07192 ,Knowledge-Routed Visual Question Reasoning: Challenges for Deep Representation Embedding,5,manual,10.1109/tnnls.2020.3045034
152,Reasoning,Retrieval,http://arxiv.org/abs/2012.04329 ,StacMR: Scene-Text Aware Cross-Modal Retrieval,-1,manual,10.1109/wacv48630.2021.00227
151,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2012.04060 ,Semantic and Geometric Modeling with Neural Message Passing in 3D Scene Graphs for Hierarchical Mechanical Search,-1,manual,10.1109/icra48506.2021.9560736
150,Scene Graph,Synthesis,http://arxiv.org/abs/2012.04027 ,Generating unseen complex scenes: are we there yet?,13,manual,
149,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2011.14488 ,Self-Supervised Real-to-Sim Scene Generation,-1,manual,10.1109/iccv48922.2021.01574
148,Others,Autonomous Driving,http://arxiv.org/abs/2011.13588 ,Road Scene Graph: A Semantic Graph-Based Scene Representation Dataset for Intelligent Vehicles,20,manual,
147,Robotics,Robotic Perception,http://arxiv.org/abs/2011.11397 ,Imagination-enabled Robot Perception,-1,manual,10.1109/iros51168.2021.9636359
146,Reasoning,VQA,http://arxiv.org/abs/2011.10731 ,LRTA: A Transparent Neural-Symbolic Reasoning Framework with Modular Supervision for Visual Question Answering,11,manual,
145,Robotics,General,http://arxiv.org/abs/2011.10452 ,Bridging Scene Understanding and Task Execution with Flexible Simulation Environments,2,manual,
144,Others,Not Related,http://arxiv.org/abs/2011.10379 ,Neural Scene Graphs for Dynamic Scenes,-1,manual,10.1109/cvpr46437.2021.00288
143,Scene Graph,Others,http://arxiv.org/abs/2011.10084 ,Classification by Attention: Scene Graph Classification with Prior Knowledge,4,manual,10.1609/aaai.v35i6.16636
142,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2011.04779 ,"After All, Only The Last Neuron Matters: Comparing Multi-modal Fusion Functions for Scene Graph Generation",0,manual,
141,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2011.04234 ,Dual ResGCN for Balanced Scene GraphGeneration,8,manual,
140,Reasoning,VQA,http://arxiv.org/abs/2010.04913 ,Interpretable Neural Computation for Real-World Compositional Visual Question Answering,0,manual,
139,Reasoning,Captioning,http://arxiv.org/abs/2010.03855 ,Dense Relational Image Captioning via Multi-task Triple-Stream Networks,4,manual,
138,Scene Graph,Representation,http://arxiv.org/abs/2010.03182 ,VICTR: Visual Information Captured Text Representation for Text-to-Image Multimodal Tasks,3,manual,
137,Scene Graph,Others,http://arxiv.org/abs/2010.02591 ,Scene Graph Modification Based on Natural Language Commands,1,manual,10.18653/v1/2020.findings-emnlp.87
136,Reasoning,Captioning,http://arxiv.org/abs/2010.01288 ,UNISON: Unpaired Cross-lingual Image Captioning,0,manual,10.1609/aaai.v36i10.21310
135,Reasoning,Others,http://arxiv.org/abs/2009.14558 ,Learning Object Detection from Captions via Textual Scene Attributes,6,manual,
134,Scene Graph,Scene Graph Parsing,http://arxiv.org/abs/2009.13331 ,Addressing Class Imbalance in Scene Graph Parsing by Learning to Contrast and Score,0,manual,
133,Others,AR/VR,http://arxiv.org/abs/2009.12395 ,SceneGen: Generative Contextual Scene Augmentation using Scene Graph Priors,13,manual,
132,Reasoning,Captioning,http://arxiv.org/abs/2009.12313 ,Are scene graphs good enough to improve Image Captioning?,-1,manual,10.18653/v1/2020.aacl-main.50
131,Scene Graph,Synthesis,http://arxiv.org/abs/2009.10939 ,Scene Graph to Image Generation with Contextualized Object Layout Refinement,-1,manual,10.1109/icip42928.2021.9506651
130,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2009.07526 ,CogTree: Cognition Tree Loss for Unbiased Scene Graph Generation,7,manual,10.24963/ijcai.2021/176
129,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2009.05834 ,Exploring the Hierarchy in Relation Labels for Scene Graph Generation,6,manual,
128,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2009.00893 ,PCPL: Predicate-Correlation Perception Learning for Unbiased Scene Graph Generation,0,manual,10.1145/3394171.3413722
127,Others,Autonomous Driving,http://arxiv.org/abs/2009.06435 ,Scene-Graph Augmented Data-Driven Risk Assessment of Autonomous Vehicle Decisions,5,manual,10.1109/tits.2021.3074854
126,Others,Not Related,http://arxiv.org/abs/2008.11932 ,Attribute-guided image generation from layout,3,manual,10.5244/c.34.101
125,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2008.07832 ,Tackling the Unannotated: Scene Graph Generation with Bias-Reduced Models,20,manual,10.5244/c.34.133
124,Others,AR/VR,http://arxiv.org/abs/2008.07817 ,Retargetable AR: Context-aware Augmented Reality in Indoor Scenes based on 3D Scene Graph,3,manual,10.1109/ismar-adjunct51615.2020.00072
123,Scene Graph,Synthesis,http://arxiv.org/abs/2008.06651 ,Graph Edit Distance Reward: Learning to Edit Scene Graph,4,manual,
122,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2008.05156 ,HOSE-Net: Higher Order Structure Embedded Network for Scene Graph Generation,2,manual,10.1145/3394171.3413575
121,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2008.03555 ,Assisting Scene Graph Generation with Self-Supervision,1,manual,
120,Reasoning,VQA,http://arxiv.org/abs/2007.13262 ,"REXUP: I REason, I EXtract, I UPdate with Structured Compositional Reasoning for Visual Question Answering",0,manual,
119,Scene Graph,Synthesis,http://arxiv.org/abs/2007.11744 ,End-to-End Optimization of Scene Layout,1,manual,10.1109/cvpr42600.2020.00381
118,Reasoning,Captioning,http://arxiv.org/abs/2007.11731 ,Comprehensive Image Captioning via Scene Graph Decomposition,14,manual,
117,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2007.08760 ,Sketching Image Gist: Human-Mimetic Hierarchical Scene Graph Generation,10,manual,
116,Scene Graph,Synthesis,http://arxiv.org/abs/2007.05756 ,Generative Compositional Augmentations for Scene Graph Prediction,0,manual,10.1109/iccv48922.2021.01553
115,Scene Graph,Representation,http://arxiv.org/abs/2007.03848 ,Dynamic Graph Representation Learning for Video Dialog via Multi-Modal Shuffled Transformers,4,manual,10.1609/aaai.v35i2.16231
114,Others,Medical,http://arxiv.org/abs/2007.03357 ,Learning and Reasoning with the Graph Structure Representation in Robotic Surgery,0,manual,
113,Reasoning,VQA,http://arxiv.org/abs/2007.01072 ,Scene Graph Reasoning for Visual Question Answering,11,manual,
112,Reasoning,Reasoning,http://arxiv.org/abs/2006.16934 ,ERNIE-ViL: Knowledge Enhanced Vision-Language Representations Through Scene Graph,118,manual,
111,Scene Graph,Representation,http://arxiv.org/abs/2006.12373 ,Learning Physical Graph Representations from Visual Scenes,44,manual,
110,Reasoning,VQA,http://arxiv.org/abs/2006.11524 ,"Neuro-Symbolic Visual Reasoning: Disentangling ""Visual"" from ""Reasoning""",26,manual,
109,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2006.09623 ,Learning Visual Commonsense for Robust Scene Graph Generation,10,manual,
108,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2006.07585 ,Learning from the Scene and Borrowing from the Rich: Tackling the Long Tail in Scene Graph Generation,4,manual,10.24963/ijcai.2020/82
107,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/2006.02174 ,CompGuessWhat?!: A Multi-task Evaluation Framework for Grounded Language Learning,1,manual,
106,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2005.08230 ,Graph Density-Aware Losses for Novel Compositions in Scene Graph Generation,29,manual,10.5244/c.34.99
105,Reasoning,Relationship,http://arxiv.org/abs/2005.08045 ,Visual Relationship Detection using Scene Graphs: A Survey,13,manual,
104,Reasoning,Retrieval,http://arxiv.org/abs/2005.06653 ,Structured Query-Based Image Retrieval Using Scene Graphs,-1,manual,10.1109/cvprw50498.2020.00097
103,Reasoning,Reasoning,http://arxiv.org/abs/2004.08814 ,Graph-Structured Referring Expression Reasoning in The Wild,7,manual,10.1109/cvpr42600.2020.00997
102,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2004.06193 ,Relation Transformer Network,5,manual,
101,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2004.03967 ,Learning 3D Semantic Scene Graphs from 3D Indoor Reconstructions,-1,manual,10.1109/cvpr42600.2020.00402
100,Reasoning,Captioning,http://arxiv.org/abs/2004.03708 ,Context-Aware Group Captioning via Self-Attention and Contrastive Features,3,manual,
99,Scene Graph,Synthesis,http://arxiv.org/abs/2004.03677 ,Semantic Image Manipulation Using Scene Graphs,2,manual,10.1109/cvpr42600.2020.00526
98,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2003.12962 ,GPS-Net: Graph Property Sensing Network for Scene Graph Generation,9,manual,10.1109/cvpr42600.2020.00380
97,Scene Graph,Synthesis,http://arxiv.org/abs/2003.07449 ,Object-Centric Image Generation from Layouts,-1,manual,10.1609/aaai.v35i3.16368
96,Reasoning,Captioning,http://arxiv.org/abs/2003.00387 ,Say As You Wish: Fine-grained Control of Image Caption Generation with Abstract Scene Graphs,21,manual,10.1109/cvpr42600.2020.00998
95,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2002.11949 ,Unbiased Scene Graph Generation from Biased Training,39,manual,10.1109/cvpr42600.2020.00377
94,Others,Autonomous Driving,http://arxiv.org/abs/2002.08945 ,Spatiotemporal Relationship Reasoning for Pedestrian Intent Prediction,10,manual,10.1109/lra.2020.2976305
93,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2002.08417 ,Table-Top Scene Analysis Using Knowledge-Supervised MCMC,2,manual,
92,Scene Graph,3D Scene Graph,http://arxiv.org/abs/2002.06289 ,"3D Dynamic Scene Graphs: Actionable Spatial Perception with Places, Objects, and Humans",-1,manual,10.15607/rss.2020.xvi.079
91,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2002.00176 ,Unbiased Scene Graph Generation via Rich and Fair Semantic Extraction,8,manual,
90,Reasoning,Scene Understanding,http://arxiv.org/abs/2001.04735 ,NODIS: Neural Ordinary Differential Scene Understanding,5,manual,
89,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2001.02359 ,Weakly Supervised Visual Semantic Parsing,0,manual,10.1109/cvpr42600.2020.00379
88,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/2001.02314 ,Bridging Knowledge Graphs to Generate Scene Graphs,18,manual,
87,Scene Graph,Synthesis,http://arxiv.org/abs/1912.07414 ,Learning Canonical Representations for Scene Graph to Image Generation,-1,manual,10.1007/978-3-030-58574-7_13
86,Scene Graph,Dynamic Scene Graph,http://arxiv.org/abs/1912.06992 ,Action Genome: Actions as Composition of Spatio-temporal Scene Graphs,17,manual,
85,Reasoning,Scene Understanding,http://arxiv.org/abs/1912.00501 ,Interpreting Context of Images using Scene Graphs,-1,manual,10.1007/978-3-030-37188-3_24
84,Reasoning,Captioning,http://arxiv.org/abs/1911.10115 ,TPsgtR: Neural-Symbolic Tensor Product Scene-Graph-Triplet Representation for Image Captioning,10,manual,
83,Others,Not Related,http://arxiv.org/abs/1911.07527 ,SOGNet: Scene Overlap Graph Network for Panoptic Segmentation,6,manual,10.1609/aaai.v34i07.6955
82,Reasoning,Retrieval,http://arxiv.org/abs/1911.00850 ,Scene Graph based Image Retrieval -- A case study on the CLEVR Dataset,9,manual,
81,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1910.12324 ,Leveraging Auxiliary Text for Deep Recognition of Unseen Visual Relationships,1,manual,
80,Scene Graph,Representation,http://arxiv.org/abs/1910.09119 ,"Generative Hierarchical Models for Parts, Objects, and Scenes",2,manual,
79,Reasoning,Retrieval,http://arxiv.org/abs/1910.05134 ,Cross-modal Scene Graph Matching for Relationship-aware Image-Text Retrieval,11,manual,10.1109/wacv45572.2020.9093614
78,Scene Graph,3D Scene Graph,http://arxiv.org/abs/1910.02527 ,"3D Scene Graph: A Structure for Unified Semantics, 3D Space, and Camera",-1,manual,10.1109/iccv.2019.00576
77,Others,Weakly Related,http://arxiv.org/abs/1910.01198 ,Using Image Priors to Improve Scene Understanding,0,manual,
76,Reasoning,Reasoning,http://arxiv.org/abs/1909.10128 ,Explainable High-order Visual Question Reasoning: A New Benchmark and Knowledge-routed Network,9,manual,
75,Reasoning,Captioning,http://arxiv.org/abs/1909.09953 ,Learning Visual Relation Priors for Image-Text Matching and Image Captioning with Neural Scene Graph Generators,33,manual,
74,Scene Graph,Representation,http://arxiv.org/abs/1909.09256 ,Triplet-Aware Scene Graph Embeddings,3,manual,10.1109/iccvw.2019.00221
73,Scene Graph,Scene Graph Parsing,http://arxiv.org/abs/1909.06273 ,Scene Graph Parsing by Attention Graph,8,manual,
72,Scene Graph,Synthesis,http://arxiv.org/abs/1909.05379 ,Specifying Object Attributes and Relations in Interactive Scene Generation,-1,manual,10.1109/iccv.2019.00466
71,Scene Graph,Others,http://arxiv.org/abs/1909.00640 ,Relationship-Aware Spatial Perception Fusion for Realistic Scene Layout Generation,1,manual,
70,Reasoning,Reasoning,http://arxiv.org/abs/1908.10700 ,Explainable Video Action Reasoning via Prior Knowledge and State Transitions,2,manual,
69,Scene Graph,Others,http://arxiv.org/abs/1908.06592 ,Seq-SG2SL: Inferring Semantic Layout from Scene Graph Through Sequence to Sequence Learning,1,manual,10.1109/iccv.2019.00753
68,Scene Graph,3D Scene Graph,http://arxiv.org/abs/1908.04929 ,3-D Scene Graph: A Sparse and Semantic Representation of Physical Environments for Intelligent Agents,0,manual,10.1109/tcyb.2019.2931042
67,Reasoning,VQA,http://arxiv.org/abs/1908.02962 ,CRIC: A VQA Dataset for Compositional Reasoning on Vision and Commonsense,3,manual,
66,Others,Weakly Related,http://arxiv.org/abs/1908.02436 ,Continuous Graph Flow,3,manual,
65,Reasoning,VQA,http://arxiv.org/abs/1907.12133 ,An Empirical Study on Leveraging Scene Graphs for Visual Question Answering,31,manual,
64,Others,Not Related,http://arxiv.org/abs/1906.08707 ,The Limited Multi-Label Projection Layer,13,manual,
63,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1906.04876 ,Learning Predicates as Functions to Enable Few-shot Scene Graph Prediction,2,manual,
62,Reasoning,Grounding,http://arxiv.org/abs/1906.03561 ,Joint Visual Grounding with Language Scene Graphs,7,manual,
61,Scene Graph,Representation,http://arxiv.org/abs/1905.11624 ,Contextual Translation Embedding for Visual Relationship Detection and Scene Graph Generation,0,manual,10.1109/tpami.2020.2992222
60,Others,Not Related,http://arxiv.org/abs/1905.09891 ,Adding Intuitive Physics to Neural-Symbolic Capsules Using Interaction Networks,1,manual,
59,Others,Not Related,http://arxiv.org/abs/1905.05143 ,VideoGraph: Recognizing Minutes-Long Human Activities in Videos,46,manual,
58,Scene Graph,Synthesis,http://arxiv.org/abs/1905.03743 ,Interactive Image Generation Using Scene Graphs,28,manual,
57,Scene Graph,Synthesis,http://arxiv.org/abs/1905.01608 ,PasteGAN: A Semi-Parametric Method to Generate Image from Scene Graph,42,manual,
56,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1904.11622 ,Scene Graph Prediction with Limited Labels,0,manual,10.1109/iccv.2019.00267
55,Others,Weakly Related,http://arxiv.org/abs/1904.11621 ,Meta-Sim: Learning to Generate Synthetic Datasets,-1,manual,10.1109/iccv.2019.00465
54,Others,Not Related,http://arxiv.org/abs/1904.09626 ,Deep Metric Learning Beyond Binary Supervision,10,manual,10.1109/cvpr.2019.00239
53,Others,Not Related,http://arxiv.org/abs/1904.09447 ,An Unsupervised Joint System for Text Generation from Knowledge Graphs and Semantic Parsing,-1,manual,10.18653/v1/2020.emnlp-main.577
52,Scene Graph,Representation,http://arxiv.org/abs/1904.09348 ,Compact Scene Graphs for Layout Composition and Patch Retrieval,0,manual,10.1109/cvprw.2019.00094
51,Others,Weakly Related,http://arxiv.org/abs/1904.03177 ,Structured agents for physical construction,2,manual,
50,Reasoning,Grounding,http://arxiv.org/abs/1904.02225 ,Revisiting Visual Grounding,-1,manual,10.18653/v1/w19-1804
49,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1904.02104 ,Target-Tailored Source-Transformation for Scene Graph Generation,0,manual,10.1109/cvprw53098.2021.00182
48,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1904.00560 ,Scene Graph Generation with External Knowledge and Image Reconstruction,30,manual,10.1109/cvpr.2019.00207
47,Reasoning,Captioning,http://arxiv.org/abs/1903.10658 ,Unpaired Image Captioning via Scene Graph Alignments,26,manual,10.1109/iccv.2019.01042
46,Others,Weakly Related,http://arxiv.org/abs/1903.05434 ,Visual Semantic Information Pursuit: A Survey,3,manual,10.1109/tpami.2019.2950025
45,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1903.03326 ,Knowledge-Embedded Routing Network for Scene Graph Generation,45,manual,10.1109/cvpr.2019.00632
44,Scene Graph,Dataset/Benchmark,http://arxiv.org/abs/1903.03166 ,CLEVR-Dialog: A Diagnostic Dataset for Multi-Round Reasoning in Visual Dialog,49,manual,
43,Scene Graph,Scene Graph Generation,http://arxiv.org/abs/1903.02728 ,Graphical Contrastive Losses for Scene Graph Parsing,-1,manual,10.1109/cvpr.2019.01180
42,Scene Graph,Representation,http://arxiv.org/abs/1902.10200 ,Differentiable Scene Graphs,-1,manual,10.1109/wacv45572.2020.9093297
